CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOTAL_CENSO_2020,tot_integ,hombres,mujeres,mayores,menores,p12_64,p65mas,ing_cor,transfer,gasto_mon,alimentos,ali_dentro,cereales,carnes,pescado,leche,huevo,aceites,tuberculo,verduras,frutas,azucar,cafe,especias,otros_alim,bebidas,ali_fuera,tabaco,vesti_calz,vestido,calzado,vivienda,alquiler,pred_cons,agua,energia,limpieza,cuidados,utensilios,enseres,salud,ambul_serv,aten_hosp,medic_prod,transporte,publico,foraneo,adqui_vehi,mantenim,refaccion,combus,comunica,educa_espa,educacion,esparci,paq_turist,personales,cuida_pers,acces_pers,pago_tarje,deudas,balance,hogares
01,Aguascalientes,001,Aguascalientes,948990,1007316.0,479271.0,528045.0,821893.0,185423.0,726049.0,95844.0,29190086753.739998,5408589818.72,17479312980.68,5768533064.059999,4274665949.1600003,623631879.9200001,899096318.68,98135023.86000001,419211372.88,163794168.1,39757045.03,57502018.99,441617170.19,223885129.28000003,28369274.919999998,41565217.67,32928497.119999997,816911832.03,388261000.49,1458802882.59,35064232.31,617095678.31,360779981.84000003,256315696.46999997,1505482375.43,739516867.26,88470706.76,247048849.13,430445952.28,1281073659.54,976822702.01,136981756.14999998,167269201.38,603058480.8800001,169607875.05,222827166.70999998,210623439.12,3803260639.96,333712518.3,113315007.04,813662844.64,1611139358.65,127218786.67,1483920571.98,931430911.33,2058817889.49,1219023485.8400002,547347779.39,292446624.26,1423823706.5700002,1058055980.5699999,57159932.92,836230236.94,150746631.31,139420144.33999997,300838.0
01,Aguascalientes,002,Asientos,51536,45822.0,21760.0,24062.0,34158.0,11664.0,31118.0,3040.0,720039283.19,170253440.56,408314027.36,162782878.45999998,138331749.15,26923815.009999998,24753506.28,1530354.93,14068893.03,7701037.1,1553243.75,3588037.79,14768314.29,6256870.24,749649.3200000001,410958.32,626563.52,21037813.300000004,14362692.270000001,23824002.619999997,627126.69,16301819.49,10092679.630000003,6209139.859999999,26800550.479999997,3358565.1,1045589.61,5864695.0,16531700.77,29916978.83,21783320.72,2058984.0500000003,6074674.0600000005,23757531.859999996,8163655.670000001,8074236.62,7519639.57,74829620.2,6868639.26,771072.6900000001,8823458.35,35140359.9,3626305.19,31514054.71,23226090.0,31510671.97,21255944.909999996,8429894.17,1824832.8900000001,31873840.400000002,29031176.629999995,1248346.4700000002,1741854.33,1889131.73,3763921.0600000005,12133.0
01,Aguascalientes,003,Calvillo,58250,64956.0,33867.0,31089.0,51676.0,13280.0,47054.0,4622.0,1075182926.23,211065780.82,755688742.0,300794361.52,241660054.55,46199700.07000001,43589308.48,3220674.5999999996,22083817.990000002,10278672.61,3278354.72,4691634.140000001,29880337.01,10477396.38,1566994.57,925086.05,1775648.71,42392468.79,21299960.43,57602132.6,1532174.37,21169433.66,13217628.899999999,7951804.76,63850322.04000001,24203869.51,2130483.75,11222906.56,26293062.22,36211289.32,27648033.59,2130757.8600000003,6432497.87,26526637.920000006,7555524.76,6818083.999999999,12153029.159999998,175583744.35999998,21281377.23,3685945.92,61269625.45,52319282.41,3527138.4699999997,48792143.94,37027513.35,55463913.13,31735164.090000004,13520312.18,10208436.86,50990187.919999994,41413717.43,1003910.1800000002,554818.93,305217.12,241628.24,18420.0
01,Aguascalientes,004,Cosío,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,Aguascalientes,005,Jesús María,129929,153547.0,72185.0,81362.0,125204.0,28343.0,112550.0,12654.0,4187665550.79,627516592.97,2493476040.08,796549141.3800001,562142027.2,84582435.33,111984072.53,4885933.01,55119060.830000006,20657581.889999997,5482875.93,8340994.789999999,56539514.75,31494002.490000002,3226025.7199999997,4169049.7100000004,4695956.57,120047247.82,50917275.83,229741924.71999997,4665189.46,89324104.24000001,56734414.87,32589689.369999997,228429328.32999998,115046770.17999999,18735155.04,35075528.04,59571875.07000001,163957819.03,117905603.97,15422175.0,30630040.060000002,65506340.190000005,21526268.18,13904934.920000002,30075137.09,606444393.5500001,46325558.54000001,18741531.37,152752915.6,255886325.38,27339636.25,228546689.13,132738062.66,279505155.86,179857564.28,65685774.46,33961817.12,205694057.47,143033723.76999998,8388367.5,79381514.24000001,30082910.380000003,7917928.950000001,44715.0
01,Aguascalientes,006,Pabellón de Arteaga,47646,53678.0,25841.0,27837.0,43146.0,10532.0,40454.0,2692.0,1065155014.8300002,150129667.62,584675780.6800001,226494967.76,192259248.32999998,31245743.860000003,41068818.92,2299721.3899999997,14900126.510000002,8132268.850000001,2359702.34,2925630.27,22456707.619999997,10172113.36,1084674.8599999999,503237.68,1436181.9,38794048.0,14880272.77,32354723.43,1880996.0,20652171.14,11196775.32,9455395.82,44409262.67,14757474.62,1027216.5,8688933.0,19935638.55,34093954.83,24103905.599999998,6088400.859999999,3901648.3699999996,24889496.47,6182582.17,13658476.96,5048437.34,130916277.82999998,11200353.600000001,2063484.16,30866395.32,58176983.08,11066793.280000001,47110189.800000004,28609061.67,38102761.14,22106200.830000002,8500908.73,7495651.58,48808424.13,38263132.19,3052443.96,2659514.08,4642037.470000001,292990.32,13224.0
01,Aguascalientes,007,Rincón de Romos,57369,45896.0,22015.0,23881.0,36274.0,9622.0,31918.0,4356.0,675969103.72,155117711.3,445109815.36999995,187522561.96,151295147.12,30513480.669999998,27486155.440000005,897564.81,11862832.859999998,6266535.650000001,2822212.47,3139921.6100000003,18690187.250000004,5066076.23,1083806.1199999999,332388.24,808316.32,28513044.88,13812624.57,35494280.54,733134.2999999999,13343831.969999997,8178062.329999999,5165769.64,34004890.839999996,12893523.47,771412.25,7029251.13,13310703.99,29110770.85,21530605.07,2425092.7800000003,5155073.0,12894896.170000002,4259552.090000001,4256412.69,4378931.39,67836465.01,5551674.49,2278922.94,13856814.620000001,29762907.980000004,1617241.21,28145666.769999996,16386144.980000002,49674320.87000001,37698934.68000001,6868012.47,5107373.720000001,36532137.449999996,32645588.939999998,1857508.48,570517.8300000001,1285629.5,2646269.34,12158.0
01,Aguascalientes,008,San José de Gracia,9552,10752.0,5152.0,5600.0,8848.0,1904.0,7504.0,1344.0,270712232.0,91439978.55999999,154230209.28000003,52726736.16,40715717.28000001,6135754.240000001,12385397.920000004,734398.56,3522204.0,1337903.8400000003,381597.44,616313.6000000001,5082175.840000001,2284668.96,421916.32000000007,28798.56,241912.16000000003,5075987.84,2466688.0,11975019.840000002,35999.04,5718182.399999999,2640504.1599999997,3077678.24,8072375.36,2184000.0,205240.0,1682912.0,4000223.3600000003,14333901.12,12388307.68,699568.8,1246024.6400000001,5733967.680000001,2315103.84,1840695.3599999999,1578168.4800000002,32840712.8,2216144.0,255286.08,5128728.640000001,18766912.64,1875331.3599999999,16891581.28,6473641.44,13793032.959999999,8267542.080000001,3524431.68,2001059.2,17653717.76,14561694.56,970632.32,8880168.64,2715479.2,1710151.52,2464.0
01,Aguascalientes,009,Tepezalá,22485,20485.0,9104.0,11381.0,15652.0,4833.0,13337.0,2315.0,300524475.83,73643416.14,172651686.05,68646415.30000001,59498700.11000001,12694460.899999999,11977770.600000001,242882.16,5154390.93,2400888.2199999997,1171825.5399999998,1220830.25,8858412.81,2295948.4499999997,524677.5800000001,295222.93999999994,506344.83999999997,7584992.339999999,4570052.55,8606692.64,541022.55,5530461.45,2557885.22,2972576.23,9424170.2,695128.75,344746.5,1644634.02,6739660.930000001,12548240.31,9702006.05,723836.4199999999,2122397.8400000003,7114756.32,2383230.08,1491847.03,3239679.2100000004,36757434.949999996,3508840.84,532997.8,8543356.21,16824496.96,837539.9100000001,15986957.049999999,7347743.14,13360054.979999999,10673152.46,1687752.3699999999,999150.1499999999,15389590.12,13261046.58,405216.37,747292.2,522995.91000000003,3322272.88,5444.0
01,Aguascalientes,010,El Llano,20853,19420.0,9041.0,10379.0,14073.0,5347.0,12926.0,1147.0,327417806.2,84241568.46000001,207228861.33,89042159.06,67890079.83999999,12043201.660000002,11865267.410000002,981072.63,6375705.82,2898802.79,706956.72,883653.1499999999,6896355.94,1912270.8399999999,504946.23000000004,162974.51999999996,703611.8699999999,13493946.600000003,8461313.659999998,19836808.27,1315270.9500000002,7793665.3900000015,4433107.58,3360557.810000001,12619275.950000001,3499527.42,156122.0,2048071.5,6915555.029999999,13088040.939999998,7562553.59,1312700.2599999998,4212787.090000001,5141560.380000001,1803618.37,0.0,3337942.0099999993,42741759.53,4825619.79,5013.4800000000005,6639894.5600000005,23115928.58,1619110.4899999998,21496818.09,8155303.120000001,15350025.100000001,10332804.120000001,4657710.43,359510.55,17260983.16,15243368.530000001,558089.25,870877.9299999999,197704.27,5172046.61,5826.0
01,Aguascalientes,011,San Francisco de los Romo,61997,75070.0,33245.0,41825.0,56803.0,18267.0,53395.0,3408.0,1313051391.05,215153887.17,765195608.47,326907267.08000004,259987482.18,49663118.14,53848176.440000005,2353614.65,24906385.280000005,12750975.54,2541678.34,3541684.0599999996,33741184.64,11483175.18,1935622.0900000003,1548431.2599999998,2312009.7199999997,37842148.989999995,21519277.85,65769002.580000006,1150782.3199999998,31008032.7,15523433.059999999,15484599.639999999,58526299.33,23214766.88,1361396.5,10146376.0,23803759.95,51778917.39,39922823.83,4215762.22,7640331.34,18679421.98,3520249.82,0.0,15159172.16,146162230.44000003,22546427.040000003,1326752.27,21047834.58,60316537.530000016,2200769.25,58115768.28,40924679.019999996,66360360.87,37096508.309999995,20264598.86,8999253.700000001,56558128.09000001,50174453.55,3563745.0700000003,2607551.8699999996,472959.03,1395475.5,20383.0
02,Baja California,001,Ensenada,443807,424024.0,201789.0,222235.0,362760.0,61264.0,311452.0,51308.0,12642703570.179998,2316196290.0800004,7216469576.76,2639203999.32,1805718587.4900002,259453468.5,355996094.68,53383901.66,187937328.31,97652951.72,35142306.46,26737897.650000002,179714935.63,94630753.80999999,19492021.11,26473910.46,30395101.41,235213818.25,203494097.84,824302104.54,9183307.29,221813937.53000003,146579925.32000002,75234012.21,833767509.71,361837296.13000005,43648005.18,128369046.5,299913161.9,503132038.96999997,384532587.06,50754397.81999999,67845054.09,99078902.71,37661708.14,36469893.26,24947301.310000002,1603545803.12,77124157.48,28943572.46,112536815.24000001,980162830.6,35319235.57,944843595.03,404778427.34000003,505577896.5500001,305293554.57,177737217.28,22547124.700000003,713157295.3,515475961.93,10631986.22,54292085.11999999,2157018.64,8518112.71,138849.0
02,Baja California,002,Mexicali,1049792,1093069.0,551633.0,541436.0,903144.0,189925.0,795249.0,107895.0,37384693399.8,5505527143.4800005,18483305785.72,6545272190.020001,4533389722.389999,582375249.4,934909569.89,125681391.10999998,399648651.46,191816065.25,58245528.06,101368173.41,418077050.83000004,212369664.27999997,28526729.83,52795335.55,78278919.7,703707857.98,645589535.64,1972468865.22,39413602.41,509033905.48,317848508.55,191185396.92999998,2503093930.92,584771899.52,116341959.19000001,209677736.04,1592302336.17,999736622.0500001,687362299.04,65225991.349999994,247148331.66,470250593.56,169373955.64000002,198773346.78000003,102103291.14,4583645709.099999,253306320.69000003,53854499.14000001,586234816.16,2796591159.2,151092617.72,2645498541.48,893658913.9100001,1242282117.44,719693648.38,446194998.87000006,76393470.19,1226755864.18,991269745.89,52922283.300000004,359550745.3,42566968.27,24833431.61,360080.0
02,Baja California,003,Tecate,108440,94983.0,43498.0,51485.0,81913.0,13070.0,68108.0,13805.0,3303744727.14,453690644.30999994,2211904708.16,789272681.3399999,498090435.71000004,61374839.25000001,99500018.79999998,19533731.17,44019620.23,23651750.94,8218012.41,5781465.369999999,37723452.96,28695022.94,4081457.86,5588925.82,8684779.83,97022654.47,54214703.660000004,285908733.27,5273512.359999999,96325717.25999999,61156384.4,35169332.86,274520213.28999996,130758005.13,12369119.450000001,39554541.0,91838547.71,129830515.55999999,100223982.57000001,15599886.48,14006646.51,21017653.97,11867858.93,1132279.04,8017516.0,458322796.84000003,26765249.25,10252094.99,16950813.24,301790165.0,11553710.28,290236454.72,102564474.36,146782107.33,59899980.66,77145738.59,9736388.08,272800308.13,182306082.04999998,12854869.360000001,10977909.46,1777897.4400000002,119836.4,32020.0
02,Baja California,004,Tijuana,1922523,1977850.0,953145.0,1024705.0,1651482.0,326368.0,1506179.0,145303.0,61430378736.37,5760055855.110001,34609200718.16,11935742728.46,8473002227.039999,1209799711.48,1892768498.6,332566821.04999995,880875880.84,414845298.2,128235101.91,118441496.35999998,809338250.52,485089517.29,66079411.89,109244068.63000001,143731878.61,1068653075.25,813333216.41,3436362236.67,26378264.75,1163541842.32,721004430.0,442537412.32,4896937252.1,2567825573.87,200827427.17000002,736254301.5,1392029949.56,1951080819.4599998,1536774294.1599998,169025748.87,245280776.43,718236089.8499999,157663017.95,372956717.5,187616354.4,7754557539.1,1010091953.85,171011923.93,558341930.3700001,4084381296.91,168656908.82999998,3915724388.08,1930730434.04,2823335182.95,1727392116.5300002,1015657982.74,80285083.68,2982093376.23,2493938019.39,67337264.81,303118102.93,155576988.95,13845409.190000001,598301.0
02,Baja California,005,Playas de Rosarito,126890,99692.0,49438.0,50254.0,86750.0,12942.0,73608.0,13142.0,3840492109.570001,706665108.16,2183698777.7000003,831011779.6,559923417.31,76055191.57,122188737.69000001,29252636.299999997,54937111.02,27982578.330000002,9061606.83,8249535.2299999995,57013100.42,35276587.26,4764328.57,4527178.7299999995,7237854.08,55762090.690000005,67614880.59,269162315.14,1926047.1500000001,78758278.89999999,48206060.18,30552218.72,299903417.71,140729199.76,17046103.810000002,46983257.75,95144856.39000002,131953105.91999999,105428959.58999999,13917906.23,12606240.100000001,27007164.540000003,9973249.790000001,8605903.06,8428011.69,450345797.32000005,30666564.73,11611984.870000001,10677900.57,280592463.1,22490661.07,258101802.03,116796884.05,130430513.45000002,86731094.98,41758209.05,1941209.42,193627864.73,155954757.67999998,5213481.67,21169623.479999997,265870.4,1980779.9000000001,35107.0
02,Baja California,006,San Quintín,117568,92978.0,40475.0,52503.0,69308.0,23670.0,64546.0,4762.0,1986682901.83,248732097.14000002,1161376797.73,431839779.15,317596969.94,61096047.230000004,64574745.120000005,5759549.42,39642721.18,17727929.25,7050371.590000001,5703100.1,35899548.36,12982787.790000001,4132872.3899999997,3664188.6100000003,6406554.43,19854073.13,33102481.339999996,111739037.32,2503771.8899999997,38181453.76,26523500.97,11657952.790000001,101591023.49,33300067.289999995,3505895.1399999997,10914973.6,53870087.46,74999606.71000001,61916171.17,5513969.979999999,7569465.5600000005,9309105.69,4160647.3100000005,1792008.99,3356449.3899999997,255756500.02999997,16364107.669999998,7221504.630000001,11260007.25,164275726.53000003,6269946.120000001,158005780.41,56635153.95,73418692.86999999,54972319.03000001,17136502.95,1309870.8900000001,162857735.57,108533748.87,4203135.9799999995,62999.72,2240239.18,2883685.04,27379.0
02,Baja California,007,San Felipe,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,Baja California Sur,001,Comondú,73021,84505.0,41696.0,42809.0,71459.0,13046.0,63399.0,8060.0,2222794290.92,458476212.46999997,1116417392.97,404121914.74,329383227.57,47272350.98,68266550.18,11670118.29,28148750.57,16501280.91,4570670.18,7008561.880000001,30998624.779999994,10698950.78,1971553.0200000003,3734472.9499999993,5107453.24,57188813.39,36245076.42,71844720.50999999,2893966.6599999997,49184349.269999996,31577471.38,17606877.89,95401480.02999999,22884910.490000002,796271.21,14748445.39,56971852.94,72367215.5,49148388.28,7241721.27,15977105.950000001,47190040.86,21037764.07,12251373.459999999,13900903.33,269047469.73,5034196.99,8304457.149999999,51459451.42999999,146172523.88,14293562.450000001,131878961.43,58076840.28,76062747.15,42365383.980000004,30753161.83,2944201.34,79700603.27000001,69153720.0,6148399.26,48219699.589999996,9278961.07,6858205.12,27444.0
03,Baja California Sur,002,Mulegé,64022,80542.0,41912.0,38630.0,63683.0,16859.0,58246.0,5437.0,2208234018.84,406625325.96999997,1131334835.33,416095215.20000005,324759368.98,51783090.81,63259417.980000004,11979999.35,27944532.800000004,18456606.450000003,4977487.76,6304405.68,29293136.82,6962391.33,2520726.76,4904114.05,5810017.59,46698544.37,43864897.230000004,86136929.83999999,5198916.379999999,38143247.120000005,26668868.98,11474378.14,105905529.19999999,38027681.01,2570370.49,13808191.68,51499286.019999996,64754406.75,50208289.61,4513472.75,10032644.39,29030341.439999998,11754319.48,3714312.09,13561709.87,244648117.07000002,6842790.63,5994936.07,35623443.059999995,136326948.6,8875218.17,127451730.42999999,59859998.71,50210621.8,22468117.45,21364402.43,6378101.92,95881124.09,78878335.45000002,3456214.8499999996,48069411.010000005,17786724.67,11121522.22,27307.0
03,Baja California Sur,003,La Paz,292241,318459.0,155203.0,163256.0,273267.0,45192.0,241251.0,32016.0,11338748098.140001,2103112790.29,6003111908.83,1879175825.63,1471939313.48,186401726.31,270581475.25,54680546.1,136802854.26999998,57225088.68000001,13783242.48,25572712.82,130059695.85999998,61713725.67,9872938.85,29322803.05,24328641.94,297359105.84000003,174234756.36,390155473.22999996,17081038.919999998,212644999.59,149418076.01999998,63226923.57,547759784.6099999,184561938.20999998,15578556.16,75722831.07,271896459.17,408522416.63,277682910.41999996,36408296.72,94431209.49000001,176346601.94,81585927.12,35672885.2,59087789.62,1522805987.25,73428915.57,68075782.04,293384835.12,775544431.41,67376996.48,708167434.9300001,312372023.11,567795482.15,296231258.75,196292326.59,75271896.81,445080333.17999995,315648527.6999999,25478260.549999997,351676846.63,95051769.52,28010249.79,104837.0
03,Baja California Sur,008,Los Cabos,351111,393216.0,197195.0,196021.0,317334.0,75882.0,304882.0,12452.0,13507832480.13,746819900.7,7382995633.15,2488893310.24,1788982307.13,270695535.59999996,353362869.76,63132347.61,159430798.26999998,88154956.2,24326699.61,25857889.29,172512568.36,81631054.05000001,13813915.32,26331888.96,22900524.35,251282343.18,235548916.57,685968806.49,13942196.62,228910853.24,145271155.94,83639697.3,993464335.34,587958068.41,13771541.8,94732318.74,297002406.39,440405489.72,304463695.27,49177510.59,86764283.86,147982591.14,57502333.3,37727758.919999994,52752498.92,1532400640.5900002,190581883.47,98807624.84,167920393.53,726460402.21,54986445.85,671473956.3599999,348630336.53999996,517619801.34,304233964.68,188389797.49,24996039.17,635269630.6700001,442553441.15999997,22422785.74,205354189.88000003,115324772.81,23995400.08,119885.0
03,Baja California Sur,009,Loreto,18052,1188.0,616.0,572.0,990.0,198.0,748.0,242.0,27826491.659999996,5831112.1,19285491.94,4957742.68,4271815.24,768514.7799999999,490105.0,169148.1,396562.1,183290.58,119082.48,111529.22,569626.8600000001,174184.12,72834.95999999999,92493.72,83300.14,322127.30000000005,719015.8799999999,607859.34,78068.1,568277.82,325513.54000000004,242764.28,908486.7000000001,0.0,2007.5,90266.44,816212.76,446887.98,354644.18000000005,66394.24,25849.56,554590.52,243947.88,64565.16,246077.48,8647063.48,0.0,113096.5,5866261.279999999,2205876.6399999997,62326.0,2143550.6399999997,461829.06,1796441.2400000002,1409264.34,374264.0,12912.900000000001,1212306.04,1073384.18,29806.920000000002,0.0,190858.8,42505.32,352.0
04,Campeche,001,Calkiní,59232,95986.0,48514.0,47472.0,76617.0,19369.0,67881.0,8736.0,1521128953.8400002,328200902.36999995,921247579.69,405279279.08,343601376.2,54465516.2,93499524.59,4942981.62,16657597.059999999,11578714.139999999,3479860.98,2836672.3200000003,28339979.089999996,8387261.819999999,1698135.9600000002,2925171.33,3587978.7300000004,78542922.31,32659060.050000004,61369030.04,308872.84,19858193.479999997,13728951.690000001,6129241.789999999,44913343.769999996,11291049.67,1319799.46,1884354.25,30418140.39,58884001.03999999,48008679.010000005,649381.66,10225940.37,31015477.619999997,14046581.66,1974976.63,14993919.33,201033657.76,40838552.27,1184903.3399999999,55355735.57000001,61122668.82,6006644.0600000005,55116024.760000005,42531797.760000005,55316150.61999999,36976004.01,17174294.54,1165852.0699999998,76043449.72999999,60488362.73,1783807.56,17027882.290000003,17021466.9,10125308.14,24705.0
04,Campeche,002,Campeche,294077,282522.0,134202.0,148320.0,238909.0,43613.0,208585.0,30324.0,6371762330.709999,1453472285.44,3907968782.33,1476729542.62,1205450873.5800002,172533923.56,283956886.25,30899131.82,62606329.57,36209298.349999994,8783436.280000001,13155146.93,79804996.78,37610721.26,6446689.8,8381853.3999999985,11414713.46,323029377.02,130618369.1,269143440.64,2135228.4,97835069.6,64266005.83,33569063.769999996,261054056.87,74800891.92999999,17442029.64,13699320.02,155111815.27999997,272656874.54,217178330.46,14078449.0,41400095.08,152826865.21,60733009.41,37374103.1,54719752.7,867636668.53,125345595.38999999,13063847.469999999,164752038.63,328485697.43,21511104.54,306974592.89,235989489.61,310465206.29999995,182728620.19,102282472.24,25454113.869999997,331741806.23,230032285.28,12989138.01,94310265.0,78043331.47,17032334.27,87611.0
04,Campeche,003,Carmen,248845,253924.0,122420.0,131504.0,209216.0,44708.0,188262.0,20954.0,5861323299.83,765827986.44,3726370137.05,1434102893.6100001,1147441166.35,135879759.82,307193885.24,49359857.739999995,57576459.330000006,33380333.7,13894057.27,14023345.48,91033770.72,37654627.4,13102705.28,12469391.92,10783504.74,235003210.62,136086257.09,285122692.84,1539034.42,125597351.71000001,79884673.72,45712677.989999995,334815253.02,125843412.45,17757967.05,22174434.0,169039439.51999998,279878078.59000003,211147228.84,18317934.92,50412914.830000006,84727866.78,34641721.95,9431797.959999999,40654346.87,699043341.73,117792366.92000002,15387384.26,119730250.10000001,276785392.76,22126061.240000002,254659331.51999998,169347947.69,306794804.40000004,180604506.51,121145297.77,5045000.12,287864550.02,233579037.38,15079135.879999999,78335602.57,43413574.39,13062875.04,75371.0
04,Campeche,004,Champotón,78170,34551.0,16315.0,18236.0,27311.0,7240.0,23389.0,3922.0,436855368.22,105325375.83000001,321398052.21999997,141699757.96,134113192.47999997,24667190.110000003,31247123.93,5622103.3,6343909.17,4580246.54,1725240.17,969444.7,10926787.01,3274316.91,1476194.27,2507283.23,1759132.52,22179669.77,16834550.849999994,7586565.48,0.0,7458201.93,4391683.99,3066517.94,14688616.440000001,2863449.94,477297.55,496985.0,10850883.95,21509446.0,15694552.04,963113.6000000001,4851780.359999999,13697840.820000002,2777248.4200000004,5185759.350000001,5734833.05,69566884.93999998,11501901.73,965357.92,28315234.069999997,15039189.959999997,1336736.39,13702453.57,13745201.26,17633194.1,10242737.89,7016721.88,373734.33,25468789.25,22768974.060000002,1201479.6099999999,1939917.7499999998,3605015.8100000005,6395987.99,10731.0
04,Campeche,005,Hecelchakán,31917,33331.0,14944.0,18387.0,29339.0,3992.0,26356.0,2983.0,519903101.3,112758902.35000001,314193655.54999995,129326104.32,111868638.82,17846856.04,28418141.82,1517124.4100000001,5760283.49,3900653.94,1503529.19,1236343.4500000002,10280170.36,3516014.58,739428.2,866313.5700000001,934181.2100000001,25342629.25,10006969.31,17457465.5,0.0,6021158.350000001,2580122.21,3441036.1399999997,16967931.02,3615191.34,340212.5,802214.0,12210313.18,22543737.1,18133851.599999998,288801.41,4121084.09,10041585.359999998,5257920.209999999,0.0,4783665.15,70066069.28999999,22825508.92,141902.63999999998,9445721.57,23800993.490000002,3768968.54,20032024.95,13851942.670000002,23326317.029999997,13828019.25,7793807.98,1704489.8000000003,29651739.369999997,20680259.68,597390.4500000001,6347262.15,15864594.72,807703.6900000001,8701.0
04,Campeche,006,Hopelchén,42140,51005.0,26245.0,24760.0,39464.0,11541.0,36591.0,2873.0,656971483.65,111825530.11000001,418145317.27,170955852.77,146381446.36000004,21167335.15,38118357.6,1445330.76,7927930.0,7445669.959999999,2141814.2800000003,1686299.74,15627204.500000002,2147839.34,1321220.07,1520523.9400000002,1757153.1900000002,26229073.299999997,17845694.53,24519057.64,55348.770000000004,8838350.389999999,6437472.9799999995,2400877.41,25523293.87,865161.0499999999,81300.0,1118678.5,23458154.32,27728351.069999997,22067094.76,1028820.4300000002,4632435.88,17296204.48,5240958.57,3991303.52,8063942.39,88088774.10000001,8413317.16,707917.5900000001,4054936.21,55031234.68999999,3967635.1199999996,51063599.57,19881368.45,24055640.81,18702856.95,5334056.66,18727.199999999997,36271046.73,27950838.75,533325.0499999999,524737.77,2066383.9300000002,41952800.150000006,12342.0
04,Campeche,007,Palizada,8683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,Campeche,008,Tenabo,11452,31404.0,15409.0,15995.0,25609.0,5795.0,23156.0,2453.0,493015464.07000005,78417930.0,254005437.31000003,122450413.18999998,108090811.89999999,17756678.99,34729557.250000015,2900753.0300000003,4278134.31,4259297.16,2150671.97,885870.22,8693833.209999999,1640269.12,749275.8900000001,508045.45999999996,1066269.09,17913193.93,10558962.270000001,14359601.29,0.0,5685493.41,3508607.4599999995,2176885.95,15104808.200000001,2095109.8200000003,514653.25,296224.5,12198820.630000003,20350461.740000002,14808393.6,821272.36,4720795.78,4760108.24,2292548.3899999997,0.0,2467559.85,43268279.99,10997400.010000002,38063.67,2432406.06,18218074.22,2640846.67,15577227.550000003,11582336.03,16377772.43,8561813.43,7382786.21,433172.79,21136413.009999998,18885592.75,831967.6599999999,770085.7800000001,4799647.1,4313693.02,8254.0
04,Campeche,009,Escárcega,59923,66407.0,32866.0,33541.0,53010.0,13397.0,47208.0,5802.0,1049912138.0900002,173113257.36,655414193.29,289408928.71,229078366.12,38178213.20999999,60253705.45999999,5738245.290000001,11756958.850000001,9988649.01,2901890.92,2975517.97,19608172.72,4467559.11,3275461.24,2286225.9,2002416.6099999999,43940835.83,21704514.0,60140021.09,190541.5,18996998.740000002,11625350.090000002,7371648.65,42241385.81999999,6505002.0,2241576.64,3351863.25,30142943.93,55940049.17,39416497.349999994,4651145.640000001,11872406.18,17683867.880000003,6211201.42,2658239.24,8814427.22,104660217.55000001,23915904.880000003,3093616.4000000004,9469820.34,42761246.53,3900673.14,38860573.39,25419629.4,43924134.339999996,24159494.969999995,19764639.37,0.0,57915317.69,45413728.019999996,2893633.03,16487405.030000001,4901277.35,7915958.349999999,19049.0
04,Campeche,010,Calakmul,31714,38144.0,18505.0,19639.0,29403.0,8741.0,26662.0,2741.0,610195328.5699999,88915230.00999999,453134556.73,184929005.07,157176882.71,28366985.400000002,36224974.01,6190456.289999999,7577082.74,7457346.67,2919767.1900000004,2241114.92,16493478.819999998,3696508.66,3175766.69,1500193.4000000001,1422741.9500000002,24370278.8,15540187.170000002,27695808.700000003,56313.659999999996,14376048.7,9818708.010000002,4557340.6899999995,17573656.54,8284649.25,193523.25,433368.75,8662115.29,30813157.900000002,23704407.52,1767583.9000000004,5341166.4799999995,15746005.629999999,3563886.82,5641629.8,6540489.01,94327128.96000001,7209908.98,2257566.34,37152328.17,35177589.91,2313498.8200000003,32864091.09,12529735.56,26742589.83,9731936.11,11249526.2,5761127.52,42989531.68000001,27414641.21,2377670.8800000004,3853207.63,4838903.23,16590743.75,11614.0
04,Campeche,011,Candelaria,46913,49693.0,24511.0,25182.0,37662.0,12031.0,33897.0,3765.0,533120647.24,101295864.7,355050124.02,165388230.01999998,155906364.83999997,28325856.29,44025611.88,5176535.5600000005,7239203.84,6120129.119999999,4700883.460000001,2512205.81,18216918.499999996,3536184.06,3399139.29,1978577.31,2151219.02,12409368.610000001,16114532.09,9481865.18,0.0,14154907.849999998,9285781.599999998,4869126.250000001,15578805.11,907199.88,968470.86,2048396.0,11654738.37,31858225.760000005,22825460.3,3380016.26,5652749.200000001,15390037.73,6757803.730000001,650655.6,7981578.4,58908983.7,11469688.409999998,1434650.73,6124470.7700000005,28440192.78,1872241.35,26567951.430000003,11439981.009999998,15888944.150000002,5747309.890000001,9739869.94,401764.32000000007,28402033.279999997,24585246.85,1080293.3900000001,637792.98,1949867.04,30729650.61,14011.0
